"Time","avg(Y)","std(Y)"
0,0.025287,0.0031319
0.0022352,0.12775,0.0010922
0.0044229,0.177,0.00087977
0.0083061,0.24017,0.00096172
0.011971,0.28723,0.0010422
0.016478,0.3359,0.0011609
0.020301,0.37204,0.0011657
0.025462,0.41588,0.0011619
0.028326,0.43839,0.0013907
0.032346,0.46795,0.0012904
0.035624,0.4908,0.0014864
0.040033,0.51982,0.0014262
