"Time","avg(Y)","std(Y)"
0,0.025287,0.0031319
0.0022353,0.12775,0.0010922
0.0049648,0.18707,0.00096223
0.0075562,0.2294,0.0010341
0.0096526,0.2582,0.00079986
0.013328,0.3026,0.00098322
0.017645,0.34736,0.0011243
0.021601,0.38369,0.0012782
0.025993,0.42022,0.0012639
0.028737,0.44154,0.0014543
0.031869,0.46456,0.0013292
0.03457,0.48356,0.0013818
0.036857,0.49912,0.0015609
0.039898,0.51898,0.0014424
0.040024,0.51979,0.001442
