Step        Dt          Time        Progress    
241         0.000172867 0.114214    5%          
242         0.00030624  0.11452     5%          
243         0.00048195  0.115002    5%          
244         0.00048195  0.115484    5%          
245         0.00048195  0.115966    5%          
246         0.00048195  0.116448    5%          
247         0.00048195  0.11693     5%          
248         0.00048195  0.117411    5%          
249         0.000376082 0.117788    5%          
250         0.000319481 0.118107    5%          
251         0.000319481 0.118427    5%          
252         0.000588576 0.119015    5%          
253         0.000588576 0.119604    5%          
254         0.000588576 0.120192    6%          
255         0.00105435  0.121247    6%          
256         0.000886922 0.122134    6%          
257         0.000886922 0.12302     6%          
258         0.000249522 0.12327     6%          
259         0.000249522 0.123519    6%          
260         0.000249522 0.123769    6%          
261         0.000507874 0.124277    6%          
262         0.000507874 0.124785    6%          
263         0.000507874 0.125293    6%          
264         0.000993183 0.126286    6%          
265         0.000206405 0.126492    6%          
266         0.000206405 0.126699    6%          
267         0.000366571 0.127065    6%          
268         0.000595268 0.12766     6%          
269         0.000184959 0.127845    6%          
270         0.000183367 0.128029    6%          
271         0.000299454 0.128328    6%          
272         0.000517648 0.128846    6%          
273         0.000517648 0.129364    6%          
274         0.000125276 0.129489    6%          
275         0.000125276 0.129614    6%          
276         0.000230104 0.129844    6%          
277         0.000230104 0.130074    6%          
278         0.000230104 0.130304    6%          
279         0.000517371 0.130822    6%          
280         0.000397161 0.131219    6%          
281         0.000341807 0.131561    6%          
282         0.000341807 0.131903    6%          
283         0.000341807 0.132244    6%          
284         0.000341807 0.132586    6%          
285         0.000673562 0.13326     6%          
286         0.00112454  0.134384    6%          
287         0.000991722 0.135376    6%          
288         0.00170637  0.137082    6%          
289         0.00143019  0.138513    6%          
290         0.000242404 0.138755    6%          
291         0.000242404 0.138997    6%          
292         0.000242404 0.13924     6%          
293         0.000451013 0.139691    6%          
294         0.000689529 0.14038     7%          
295         0.000139307 0.14052     7%          
296         0.000139307 0.140659    7%          
297         0.000257899 0.140917    7%          
298         0.000393754 0.141311    7%          
299         0.000631068 0.141942    7%          
