Step        Dt          Time        Progress    
531         0.0001      0.0526095   52%         
532         0.0001      0.0527095   52%         
533         0.0001      0.0528095   52%         
534         0.0001      0.0529095   52%         
535         0.0001      0.0530095   53%         
536         0.0001      0.0531095   53%         
537         0.0001      0.0532095   53%         
538         0.0001      0.0533095   53%         
539         0.0001      0.0534095   53%         
540         0.0001      0.0535095   53%         
541         0.0001      0.0536095   53%         
542         0.0001      0.0537095   53%         
543         0.0001      0.0538095   53%         
544         0.0001      0.0539095   53%         
545         0.0001      0.0540095   54%         
546         0.0001      0.0541095   54%         
547         0.0001      0.0542095   54%         
548         0.0001      0.0543095   54%         
549         0.0001      0.0544095   54%         
550         0.0001      0.0545095   54%         
551         0.0001      0.0546095   54%         
552         0.0001      0.0547095   54%         
553         0.0001      0.0548095   54%         
554         0.0001      0.0549095   54%         
555         0.0001      0.0550095   55%         
556         0.0001      0.0551095   55%         
557         0.0001      0.0552095   55%         
558         0.0001      0.0553095   55%         
559         0.0001      0.0554095   55%         
560         0.0001      0.0555095   55%         
561         0.0001      0.0556095   55%         
562         0.0001      0.0557095   55%         
563         0.0001      0.0558095   55%         
564         0.0001      0.0559095   55%         
565         0.0001      0.0560095   56%         
566         0.0001      0.0561095   56%         
567         0.0001      0.0562095   56%         
568         0.0001      0.0563095   56%         
569         0.0001      0.0564095   56%         
570         0.0001      0.0565095   56%         
571         0.0001      0.0566095   56%         
572         0.0001      0.0567095   56%         
573         0.0001      0.0568095   56%         
574         0.0001      0.0569095   56%         
575         0.0001      0.0570095   57%         
576         0.0001      0.0571095   57%         
577         0.0001      0.0572095   57%         
578         0.0001      0.0573095   57%         
579         0.0001      0.0574095   57%         
580         0.0001      0.0575095   57%         
581         0.0001      0.0576095   57%         
582         0.0001      0.0577095   57%         
583         0.0001      0.0578095   57%         
584         0.0001      0.0579095   57%         
585         0.0001      0.0580095   58%         
586         0.0001      0.0581095   58%         
587         0.0001      0.0582095   58%         
588         0.0001      0.0583095   58%         
589         0.0001      0.0584095   58%         
590         0.0001      0.0585095   58%         
591         0.0001      0.0586095   58%         
592         0.0001      0.0587095   58%         
593         0.0001      0.0588095   58%         
594         0.0001      0.0589095   58%         
595         0.0001      0.0590095   59%         
596         0.0001      0.0591095   59%         
597         0.0001      0.0592095   59%         
598         0.0001      0.0593095   59%         
599         0.0001      0.0594095   59%         
600         0.0001      0.0595095   59%         
601         0.0001      0.0596095   59%         
602         0.0001      0.0597095   59%         
603         0.0001      0.0598095   59%         
604         0.0001      0.0599095   59%         
605         0.0001      0.0600095   60%         
606         0.0001      0.0601095   60%         
607         0.0001      0.0602095   60%         
608         0.0001      0.0603095   60%         
609         0.0001      0.0604095   60%         
610         0.0001      0.0605095   60%         
611         0.0001      0.0606095   60%         
612         0.0001      0.0607095   60%         
613         0.0001      0.0608095   60%         
614         0.0001      0.0609095   60%         
615         0.0001      0.0610095   61%         
616         0.0001      0.0611095   61%         
617         0.0001      0.0612095   61%         
618         0.0001      0.0613095   61%         
619         0.0001      0.0614095   61%         
620         0.0001      0.0615095   61%         
621         0.0001      0.0616095   61%         
622         0.0001      0.0617095   61%         
623         0.0001      0.0618095   61%         
624         0.0001      0.0619095   61%         
625         0.0001      0.0620095   62%         
626         0.0001      0.0621095   62%         
627         0.0001      0.0622095   62%         
628         0.0001      0.0623095   62%         
629         0.0001      0.0624095   62%         
630         0.0001      0.0625095   62%         
631         9.7258e-05  0.0626068   62%         
632         0.0001      0.0627068   62%         
633         0.0001      0.0628068   62%         
634         0.0001      0.0629068   62%         
635         0.0001      0.0630068   63%         
636         0.0001      0.0631068   63%         
637         0.0001      0.0632068   63%         
638         0.0001      0.0633068   63%         
639         0.0001      0.0634068   63%         
640         0.0001      0.0635068   63%         
641         0.0001      0.0636068   63%         
642         0.0001      0.0637068   63%         
643         0.0001      0.0638068   63%         
644         0.0001      0.0639068   63%         
645         0.0001      0.0640068   64%         
646         0.0001      0.0641068   64%         
647         0.0001      0.0642068   64%         
648         0.0001      0.0643068   64%         
649         0.0001      0.0644068   64%         
650         0.0001      0.0645068   64%         
651         0.0001      0.0646068   64%         
652         0.0001      0.0647068   64%         
653         0.0001      0.0648068   64%         
654         0.0001      0.0649068   64%         
655         6.99799e-05 0.0649768   64%         
656         0.0001      0.0650768   65%         
657         0.0001      0.0651768   65%         
658         0.0001      0.0652768   65%         
659         0.0001      0.0653768   65%         
660         0.0001      0.0654768   65%         
661         0.0001      0.0655768   65%         
662         0.0001      0.0656768   65%         
663         0.0001      0.0657768   65%         
664         0.0001      0.0658768   65%         
665         0.0001      0.0659768   65%         
666         0.0001      0.0660768   66%         
667         0.0001      0.0661768   66%         
668         0.0001      0.0662768   66%         
669         0.0001      0.0663768   66%         
670         0.0001      0.0664768   66%         
671         0.0001      0.0665768   66%         
672         0.0001      0.0666768   66%         
673         0.0001      0.0667768   66%         
674         0.0001      0.0668768   66%         
675         0.0001      0.0669768   66%         
676         0.0001      0.0670768   67%         
677         0.0001      0.0671768   67%         
678         0.0001      0.0672768   67%         
679         0.0001      0.0673768   67%         
680         0.0001      0.0674768   67%         
681         0.0001      0.0675768   67%         
682         0.0001      0.0676768   67%         
683         0.0001      0.0677768   67%         
684         0.0001      0.0678768   67%         
685         0.0001      0.0679768   67%         
686         0.0001      0.0680768   68%         
687         0.0001      0.0681768   68%         
688         0.0001      0.0682768   68%         
689         0.0001      0.0683768   68%         
690         0.0001      0.0684768   68%         
691         0.0001      0.0685768   68%         
692         0.0001      0.0686768   68%         
693         0.0001      0.0687768   68%         
694         0.0001      0.0688768   68%         
695         0.0001      0.0689768   68%         
696         0.0001      0.0690768   69%         
697         0.0001      0.0691768   69%         
698         0.0001      0.0692768   69%         
699         0.0001      0.0693768   69%         
700         0.0001      0.0694768   69%         
701         0.0001      0.0695768   69%         
702         0.0001      0.0696768   69%         
703         0.0001      0.0697768   69%         
704         0.0001      0.0698768   69%         
705         0.0001      0.0699768   69%         
706         0.0001      0.0700768   70%         
707         0.0001      0.0701768   70%         
708         0.0001      0.0702768   70%         
709         0.0001      0.0703768   70%         
710         0.0001      0.0704768   70%         
711         0.0001      0.0705768   70%         
712         0.0001      0.0706768   70%         
713         0.0001      0.0707768   70%         
714         0.0001      0.0708768   70%         
715         0.0001      0.0709768   70%         
716         0.0001      0.0710768   71%         
717         0.0001      0.0711768   71%         
718         0.0001      0.0712768   71%         
719         0.0001      0.0713768   71%         
720         0.0001      0.0714768   71%         
721         0.0001      0.0715768   71%         
722         0.0001      0.0716768   71%         
723         0.0001      0.0717768   71%         
724         0.0001      0.0718768   71%         
725         0.0001      0.0719768   71%         
726         0.0001      0.0720768   72%         
727         0.0001      0.0721768   72%         
728         0.0001      0.0722768   72%         
729         0.0001      0.0723768   72%         
730         0.0001      0.0724768   72%         
731         0.0001      0.0725768   72%         
732         0.0001      0.0726768   72%         
733         0.0001      0.0727768   72%         
734         0.0001      0.0728768   72%         
735         0.0001      0.0729768   72%         
736         0.0001      0.0730768   73%         
737         0.0001      0.0731768   73%         
738         0.0001      0.0732768   73%         
739         0.0001      0.0733768   73%         
740         0.0001      0.0734768   73%         
741         0.0001      0.0735768   73%         
742         0.0001      0.0736768   73%         
743         0.0001      0.0737768   73%         
744         0.0001      0.0738768   73%         
745         0.0001      0.0739768   73%         
746         0.0001      0.0740768   74%         
747         0.0001      0.0741768   74%         
748         0.0001      0.0742768   74%         
749         0.0001      0.0743768   74%         
750         0.0001      0.0744768   74%         
751         0.0001      0.0745768   74%         
752         0.0001      0.0746768   74%         
753         0.0001      0.0747768   74%         
754         0.0001      0.0748768   74%         
755         0.0001      0.0749768   74%         
756         0.0001      0.0750768   75%         
757         0.0001      0.0751768   75%         
758         0.0001      0.0752768   75%         
759         0.0001      0.0753768   75%         
760         0.0001      0.0754768   75%         
761         0.0001      0.0755768   75%         
762         0.0001      0.0756768   75%         
763         0.0001      0.0757768   75%         
764         0.0001      0.0758768   75%         
765         0.0001      0.0759768   75%         
766         0.0001      0.0760768   76%         
767         0.0001      0.0761768   76%         
768         0.0001      0.0762768   76%         
769         0.0001      0.0763768   76%         
770         0.0001      0.0764768   76%         
771         0.0001      0.0765768   76%         
772         0.0001      0.0766768   76%         
773         0.0001      0.0767768   76%         
774         0.0001      0.0768768   76%         
775         0.0001      0.0769768   76%         
776         0.0001      0.0770768   77%         
777         0.0001      0.0771768   77%         
